"Step","train/rewards/rejected","./SMOL_DPO_ALPHA_DIVERGENCE - train/rewards/rejected__MIN","./SMOL_DPO_ALPHA_DIVERGENCE - train/rewards/rejected__MAX"
"1268","-1.8407750129699707","-1.8407750129699707","-1.8407750129699707"
"1269","-1.3028430938720703","-1.3028430938720703","-1.3028430938720703"
"1270","-0.8009351491928101","-0.8009351491928101","-0.8009351491928101"
"1271","-1.2450370788574219","-1.2450370788574219","-1.2450370788574219"
"1272","-1.3146328926086426","-1.3146328926086426","-1.3146328926086426"
"1273","-1.221057653427124","-1.221057653427124","-1.221057653427124"
"1274","-1.3574459552764893","-1.3574459552764893","-1.3574459552764893"
"1275","-1.591157078742981","-1.591157078742981","-1.591157078742981"
"1276","-1.1600550413131714","-1.1600550413131714","-1.1600550413131714"
"1277","-1.1001217365264893","-1.1001217365264893","-1.1001217365264893"
"1278","-1.7273869514465332","-1.7273869514465332","-1.7273869514465332"
"1279","-1.4117906093597412","-1.4117906093597412","-1.4117906093597412"
"1280","-0.6840092539787292","-0.6840092539787292","-0.6840092539787292"
"1281","-1.450968861579895","-1.450968861579895","-1.450968861579895"
"1282","-1.2190046310424805","-1.2190046310424805","-1.2190046310424805"
"1283","-1.4085583686828613","-1.4085583686828613","-1.4085583686828613"
"1284","-1.7482291460037231","-1.7482291460037231","-1.7482291460037231"
"1285","-1.5133891105651855","-1.5133891105651855","-1.5133891105651855"
"1286","-1.3860113620758057","-1.3860113620758057","-1.3860113620758057"
"1287","-1.1708858013153076","-1.1708858013153076","-1.1708858013153076"
"1288","-1.410605788230896","-1.410605788230896","-1.410605788230896"
"1289","-1.35359787940979","-1.35359787940979","-1.35359787940979"
"1290","-1.3408516645431519","-1.3408516645431519","-1.3408516645431519"
"1291","-1.353276252746582","-1.353276252746582","-1.353276252746582"
"1292","-2.0650336742401123","-2.0650336742401123","-2.0650336742401123"
"1293","-1.1241388320922852","-1.1241388320922852","-1.1241388320922852"
"1294","-1.6285080909729004","-1.6285080909729004","-1.6285080909729004"
"1295","-1.6978734731674194","-1.6978734731674194","-1.6978734731674194"
"1296","-1.212621808052063","-1.212621808052063","-1.212621808052063"
"1297","-1.4958312511444092","-1.4958312511444092","-1.4958312511444092"
"1298","-1.1702048778533936","-1.1702048778533936","-1.1702048778533936"
"1299","-1.1066219806671143","-1.1066219806671143","-1.1066219806671143"
"1300","-1.4845689535140991","-1.4845689535140991","-1.4845689535140991"
"1301","-1.8440406322479248","-1.8440406322479248","-1.8440406322479248"
"1302","-1.0310792922973633","-1.0310792922973633","-1.0310792922973633"
"1303","-1.5412867069244385","-1.5412867069244385","-1.5412867069244385"
"1304","-1.4740556478500366","-1.4740556478500366","-1.4740556478500366"
"1305","-1.4007325172424316","-1.4007325172424316","-1.4007325172424316"
"1306","-1.548189640045166","-1.548189640045166","-1.548189640045166"
"1307","-1.620534896850586","-1.620534896850586","-1.620534896850586"
"1308","-1.4399378299713135","-1.4399378299713135","-1.4399378299713135"
"1309","-0.9970501661300659","-0.9970501661300659","-0.9970501661300659"
"1310","-1.2252559661865234","-1.2252559661865234","-1.2252559661865234"
"1311","-1.3836309909820557","-1.3836309909820557","-1.3836309909820557"
"1312","-1.797789216041565","-1.797789216041565","-1.797789216041565"
"1313","-1.6891062259674072","-1.6891062259674072","-1.6891062259674072"
"1314","-1.4015207290649414","-1.4015207290649414","-1.4015207290649414"
"1315","-1.63720703125","-1.63720703125","-1.63720703125"
"1316","-1.0968718528747559","-1.0968718528747559","-1.0968718528747559"
"1317","-1.2472484111785889","-1.2472484111785889","-1.2472484111785889"
"1318","-1.576155424118042","-1.576155424118042","-1.576155424118042"
"1319","-1.6698509454727173","-1.6698509454727173","-1.6698509454727173"
"1320","-1.542841911315918","-1.542841911315918","-1.542841911315918"
"1321","-1.36549973487854","-1.36549973487854","-1.36549973487854"
"1322","-1.1054439544677734","-1.1054439544677734","-1.1054439544677734"
"1323","-1.6235630512237549","-1.6235630512237549","-1.6235630512237549"
"1324","-1.5117061138153076","-1.5117061138153076","-1.5117061138153076"
"1325","-1.2252036333084106","-1.2252036333084106","-1.2252036333084106"
"1326","-1.145194172859192","-1.145194172859192","-1.145194172859192"
"1327","-1.240235447883606","-1.240235447883606","-1.240235447883606"
"1328","-1.042149305343628","-1.042149305343628","-1.042149305343628"
"1329","-1.406567931175232","-1.406567931175232","-1.406567931175232"
"1330","-1.5170124769210815","-1.5170124769210815","-1.5170124769210815"
"1331","-1.4375139474868774","-1.4375139474868774","-1.4375139474868774"
"1332","-1.7763328552246094","-1.7763328552246094","-1.7763328552246094"
"1333","-1.2442779541015625","-1.2442779541015625","-1.2442779541015625"
"1334","-1.1733399629592896","-1.1733399629592896","-1.1733399629592896"
"1335","-0.9416514039039612","-0.9416514039039612","-0.9416514039039612"
"1336","-1.3748290538787842","-1.3748290538787842","-1.3748290538787842"
"1337","-1.0466365814208984","-1.0466365814208984","-1.0466365814208984"
"1338","-1.5358158349990845","-1.5358158349990845","-1.5358158349990845"
"1339","-1.5287628173828125","-1.5287628173828125","-1.5287628173828125"
"1340","-1.2970647811889648","-1.2970647811889648","-1.2970647811889648"
"1341","-1.2820439338684082","-1.2820439338684082","-1.2820439338684082"
"1342","-1.2229081392288208","-1.2229081392288208","-1.2229081392288208"
"1343","-1.3433476686477661","-1.3433476686477661","-1.3433476686477661"
"1344","-1.9489879608154297","-1.9489879608154297","-1.9489879608154297"
"1345","-1.3615386486053467","-1.3615386486053467","-1.3615386486053467"
"1346","-1.2968263626098633","-1.2968263626098633","-1.2968263626098633"
"1347","-1.5937695503234863","-1.5937695503234863","-1.5937695503234863"
"1348","-1.153559684753418","-1.153559684753418","-1.153559684753418"
"1349","-1.4585089683532715","-1.4585089683532715","-1.4585089683532715"
"1350","-1.2032759189605713","-1.2032759189605713","-1.2032759189605713"
"1351","-1.6186673641204834","-1.6186673641204834","-1.6186673641204834"
"1352","-1.2601637840270996","-1.2601637840270996","-1.2601637840270996"
"1353","-1.4798988103866577","-1.4798988103866577","-1.4798988103866577"
"1354","-1.4529221057891846","-1.4529221057891846","-1.4529221057891846"
"1355","-1.5950266122817993","-1.5950266122817993","-1.5950266122817993"
"1356","-1.58705472946167","-1.58705472946167","-1.58705472946167"
"1357","-1.357081413269043","-1.357081413269043","-1.357081413269043"
"1358","-1.0727629661560059","-1.0727629661560059","-1.0727629661560059"
"1359","-1.0749297142028809","-1.0749297142028809","-1.0749297142028809"
"1360","-1.4376099109649658","-1.4376099109649658","-1.4376099109649658"
"1361","-1.3947360515594482","-1.3947360515594482","-1.3947360515594482"
"1362","-1.6605979204177856","-1.6605979204177856","-1.6605979204177856"
"1363","-1.396365761756897","-1.396365761756897","-1.396365761756897"
"1364","-1.3565243482589722","-1.3565243482589722","-1.3565243482589722"
"1365","-1.1927456855773926","-1.1927456855773926","-1.1927456855773926"
"1366","-1.5741462707519531","-1.5741462707519531","-1.5741462707519531"
"1367","-1.3139241933822632","-1.3139241933822632","-1.3139241933822632"
"1368","-1.5059964656829834","-1.5059964656829834","-1.5059964656829834"
"1369","-1.658221960067749","-1.658221960067749","-1.658221960067749"
"1370","-1.2046918869018555","-1.2046918869018555","-1.2046918869018555"
"1371","-1.5756744146347046","-1.5756744146347046","-1.5756744146347046"
"1372","-1.5462605953216553","-1.5462605953216553","-1.5462605953216553"
"1373","-1.079175353050232","-1.079175353050232","-1.079175353050232"
"1374","-1.3046437501907349","-1.3046437501907349","-1.3046437501907349"
"1375","-2.154743194580078","-2.154743194580078","-2.154743194580078"
"1376","-1.4662399291992188","-1.4662399291992188","-1.4662399291992188"
"1377","-1.1344594955444336","-1.1344594955444336","-1.1344594955444336"
"1378","-1.4775371551513672","-1.4775371551513672","-1.4775371551513672"
"1379","-1.42198646068573","-1.42198646068573","-1.42198646068573"
"1380","-1.588187336921692","-1.588187336921692","-1.588187336921692"
"1381","-1.4436633586883545","-1.4436633586883545","-1.4436633586883545"
"1382","-1.5376546382904053","-1.5376546382904053","-1.5376546382904053"
"1383","-1.9728530645370483","-1.9728530645370483","-1.9728530645370483"
"1384","-1.1613951921463013","-1.1613951921463013","-1.1613951921463013"
"1385","-1.5923192501068115","-1.5923192501068115","-1.5923192501068115"
"1386","-1.82051682472229","-1.82051682472229","-1.82051682472229"
"1387","-1.525611400604248","-1.525611400604248","-1.525611400604248"
"1388","-1.672820806503296","-1.672820806503296","-1.672820806503296"
"1389","-1.6217831373214722","-1.6217831373214722","-1.6217831373214722"
"1390","-1.5824158191680908","-1.5824158191680908","-1.5824158191680908"
"1391","-1.758594274520874","-1.758594274520874","-1.758594274520874"
"1392","-1.3058232069015503","-1.3058232069015503","-1.3058232069015503"
"1393","-1.365545392036438","-1.365545392036438","-1.365545392036438"
"1394","-1.2295513153076172","-1.2295513153076172","-1.2295513153076172"
"1395","-1.324049949645996","-1.324049949645996","-1.324049949645996"
"1396","-1.2637455463409424","-1.2637455463409424","-1.2637455463409424"
"1397","-1.3440192937850952","-1.3440192937850952","-1.3440192937850952"
"1398","-1.4175139665603638","-1.4175139665603638","-1.4175139665603638"
"1399","-1.6723343133926392","-1.6723343133926392","-1.6723343133926392"
"1400","-1.4024896621704102","-1.4024896621704102","-1.4024896621704102"
"1401","-1.5470629930496216","-1.5470629930496216","-1.5470629930496216"
"1402","-1.723524570465088","-1.723524570465088","-1.723524570465088"
"1403","-1.3051462173461914","-1.3051462173461914","-1.3051462173461914"
"1404","-1.3483809232711792","-1.3483809232711792","-1.3483809232711792"
"1405","-1.2898707389831543","-1.2898707389831543","-1.2898707389831543"
